col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,Y
179,50,1.4,127,0,0,0,0,0
176,121,0.3,74,0,0,0,0,0
172,50,1.2,145,0,0,0,0,1
182,124,0.4,69,0,0,0,0,0
203,79,0.8,156,0,0,0,0,1
145,84,0.1,179,0,0,0,0,0
168,92,1.3,144,0,0,0,0,1
184,92,0.1,67,0,0,0,0,1
147,92,0.2,69,0,0,0,0,0
217,49,1.1,90,0,0,0,0,0
215,128,0.3,94,0,0,0,0,1
152,120,1.7,100,0,0,0,0,0
197,59,1.9,67,0,0,0,0,0
185,124,0.1,139,0,0,0,0,0
198,55,0.7,73,0,0,0,0,0
205,117,1.0,135,0,0,0,0,1
165,36,1.7,144,0,0,0,0,0
149,47,0.9,63,0,0,0,0,0
184,117,1.9,64,0,0,0,0,0
180,67,0.5,95,0,0,0,0,1
162,75,1.6,177,0,0,0,0,1
174,56,0.4,137,0,0,0,0,1
188,103,1.3,105,0,0,0,0,0
145,92,1.4,112,0,0,0,0,0
192,120,1.9,72,0,0,0,0,0
150,124,0.8,84,0,0,0,0,0
161,46,1.8,79,0,0,0,0,0
142,44,0.2,157,0,0,0,0,1
218,90,0.2,115,0,0,0,0,1
216,70,1.9,87,0,0,0,0,0
145,30,0.1,162,0,0,0,0,0
148,33,0.4,150,0,0,0,0,1
151,31,1.9,103,0,0,0,0,0
192,99,1.5,137,0,0,0,0,1
150,96,1.2,114,0,0,0,0,0
202,124,0.3,71,0,0,0,0,1
168,70,0.6,66,0,0,0,0,0
212,87,2.0,69,0,0,0,0,0
154,37,0.9,172,0,0,0,0,1
199,103,1.1,82,0,0,0,0,0
171,63,0.0,165,0,0,0,0,0
206,100,0.3,97,0,0,0,0,1
142,124,1.6,94,0,0,0,0,0
179,117,1.9,80,0,0,0,0,0
160,67,1.9,162,0,0,0,0,0
206,112,1.6,126,0,0,0,0,0
198,95,1.5,112,0,0,0,0,0
210,44,0.8,90,0,0,0,0,1
209,93,0.4,122,0,0,0,0,1
145,125,1.7,96,0,0,0,0,0
203,121,1.4,60,0,0,0,0,0
199,51,0.7,119,0,0,0,0,1
213,115,0.2,166,0,0,0,0,0
190,109,1.4,82,0,0,0,0,0
159,65,1.4,122,0,0,0,0,0
212,58,1.1,85,0,0,0,0,0
215,32,1.8,95,0,0,0,0,0
143,90,1.8,149,0,0,0,0,0
208,78,0.3,171,0,0,0,0,0
174,76,0.8,147,0,0,0,0,1
163,107,1.4,104,0,0,0,0,0
170,32,0.3,155,0,0,0,0,1
152,72,0.1,82,0,0,0,0,1
201,57,1.9,70,0,0,0,0,0
193,41,0.9,66,0,0,0,0,0
192,38,1.5,80,0,0,0,0,0
213,85,1.7,98,0,0,0,0,0
210,93,1.0,95,0,0,0,0,1
207,35,1.1,170,0,0,0,0,1
140,68,0.6,81,0,0,0,0,0
167,64,1.7,132,0,0,0,0,0
213,83,1.0,95,0,0,0,0,1
141,75,0.9,119,0,0,0,0,0
145,93,0.3,95,0,0,0,0,1
167,112,1.4,106,0,0,0,0,0
194,101,1.8,83,0,0,0,0,0
169,83,1.7,105,0,0,0,0,0
180,110,0.3,146,0,0,0,0,1
169,109,1.4,134,0,0,0,0,0
176,44,0.8,175,0,0,0,0,1
140,62,0.4,119,0,0,0,0,1
197,70,1.8,63,0,0,0,0,0
140,113,0.7,115,0,0,0,0,1
180,124,0.2,105,0,0,0,0,1
208,105,0.7,153,0,0,0,0,1
160,78,0.6,76,0,0,0,0,0
189,33,1.1,160,0,0,0,0,1
175,100,1.3,132,0,0,0,0,1
194,70,0.7,175,0,0,0,0,0
162,74,1.9,68,0,0,0,0,0
183,120,1.5,105,0,0,0,0,0
162,56,1.8,131,0,0,0,0,0
144,100,0.8,93,0,0,0,0,0
214,114,1.7,68,0,0,0,0,0
149,121,1.2,95,0,0,0,0,0
189,52,0.9,76,0,0,0,0,0
216,78,0.7,165,0,0,0,0,0
218,64,1.6,110,0,0,0,0,0
168,67,0.8,105,0,0,0,0,0
176,35,0.8,172,0,0,0,0,1
146,57,2.0,141,0,0,0,0,0
171,64,0.5,155,0,0,0,0,1
180,103,1.3,150,0,0,0,0,1
149,60,0.7,147,0,0,0,0,1
211,117,1.4,146,0,0,0,0,1
171,65,1.8,104,0,0,0,0,0
195,108,1.9,65,0,0,0,0,0
160,55,0.4,93,0,0,0,0,1
188,115,0.1,152,0,0,0,0,0
179,90,1.8,70,0,0,0,0,0
173,103,0.1,66,0,0,0,0,0
217,51,0.7,101,0,0,0,0,1
153,56,1.4,104,0,0,0,0,0
208,37,0.4,66,0,0,0,0,1
179,101,0.3,99,0,0,0,0,1
214,117,1.3,165,0,0,0,0,1
164,50,1.5,123,0,0,0,0,0
214,128,1.1,141,0,0,0,0,1
175,78,0.9,107,0,0,0,0,0
158,99,1.6,106,0,0,0,0,0
146,62,0.7,66,0,0,0,0,0
150,107,1.5,67,0,0,0,0,0
208,40,0.2,116,0,0,0,0,1
175,100,0.2,96,0,0,0,0,1
209,42,1.1,125,0,0,0,0,1
159,67,0.2,102,0,0,0,0,1
173,77,0.3,116,0,0,0,0,1
201,91,1.8,165,0,0,0,0,1
142,54,1.3,172,0,0,0,0,1
175,61,1.7,140,0,0,0,0,0
199,73,0.9,178,0,0,0,0,0
194,83,1.3,93,0,0,0,0,0
191,33,1.2,85,0,0,0,0,0
142,107,0.8,149,0,0,0,0,1
180,125,0.6,105,0,0,0,0,1
171,35,1.6,116,0,0,0,0,0
173,74,0.9,77,0,0,0,0,0
161,87,1.1,76,0,0,0,0,0
157,115,1.6,132,0,0,0,0,0
147,64,1.2,168,0,0,0,0,1
159,79,1.2,175,0,0,0,0,1
154,90,0.4,114,0,0,0,0,1
152,36,0.4,69,0,0,0,0,0
211,102,1.4,164,0,0,0,0,1
188,56,1.8,177,0,0,0,0,1
187,107,1.2,134,0,0,0,0,1
180,58,0.8,86,0,0,0,0,0
148,127,0.9,109,0,0,0,0,0
214,61,1.5,129,0,0,0,0,1
149,67,0.7,75,0,0,0,0,0
206,66,0.9,128,0,0,0,0,1
199,33,0.1,133,0,0,0,0,0
190,74,0.2,153,0,0,0,0,0
180,82,1.7,116,0,0,0,0,0
171,129,1.8,161,0,0,0,0,1
166,62,1.8,98,0,0,0,0,0
164,41,1.7,175,0,0,0,0,1
171,57,1.4,93,0,0,0,0,0
150,91,0.5,94,0,0,0,0,0
161,48,0.4,74,0,0,0,0,0
213,81,1.0,131,0,0,0,0,1
209,41,0.3,76,0,0,0,0,1
166,50,1.9,123,0,0,0,0,0
190,102,0.9,167,0,0,0,0,1
183,68,0.1,141,0,0,0,0,0
147,124,1.4,90,0,0,0,0,0
149,84,0.7,114,0,0,0,0,1
214,61,1.0,122,0,0,0,0,1
177,88,1.6,150,0,0,0,0,1
158,45,0.3,96,0,0,0,0,1
158,50,0.3,96,0,0,0,0,1
218,106,0.5,84,0,0,0,0,1
212,124,1.3,166,0,0,0,0,1
197,117,1.8,174,0,0,0,0,1
143,102,0.4,113,0,0,0,0,1
210,94,0.3,152,0,0,0,0,0
163,75,0.9,82,0,0,0,0,0
176,100,1.5,64,0,0,0,0,0
206,93,1.5,176,0,0,0,0,1
160,112,0.6,80,0,0,0,0,0
154,57,1.9,162,0,0,0,0,0
218,81,0.5,136,0,0,0,0,1
217,55,2.0,80,0,0,0,0,0
165,61,1.3,146,0,0,0,0,1
187,69,0.0,62,0,0,0,0,1
179,101,1.6,84,0,0,0,0,0
175,115,0.1,176,0,0,0,0,0
191,69,0.4,140,0,0,0,0,1
163,61,1.0,138,0,0,0,0,1
182,127,1.6,99,0,0,0,0,0
203,33,1.2,93,0,0,0,0,0
209,84,0.2,67,0,0,0,0,1
179,55,1.5,65,0,0,0,0,0
205,104,0.0,78,0,0,0,0,1
159,58,0.3,166,0,0,0,0,0
146,50,0.7,161,0,0,0,0,1
172,117,0.7,149,0,0,0,0,1
162,120,1.3,148,0,0,0,0,1
204,128,0.1,85,0,0,0,0,1
175,80,0.6,64,0,0,0,0,0
151,113,1.2,137,0,0,0,0,1
210,112,0.4,149,0,0,0,0,0
161,47,1.0,104,0,0,0,0,0
172,123,0.2,148,0,0,0,0,1
206,50,0.3,130,0,0,0,0,1
154,31,0.8,61,0,0,0,0,0
206,101,1.4,108,0,0,0,0,0
214,41,1.8,125,0,0,0,0,0
170,118,1.2,107,0,0,0,0,0
151,54,0.4,68,0,0,0,0,0
186,90,1.8,127,0,0,0,0,0
148,102,0.4,72,0,0,0,0,0
142,68,0.9,168,0,0,0,0,1
208,89,1.1,61,0,0,0,0,0
196,106,1.7,133,0,0,0,0,0
179,88,0.8,154,0,0,0,0,1
176,69,1.5,90,0,0,0,0,0
192,66,1.6,60,0,0,0,0,0
159,112,0.4,98,0,0,0,0,1
168,44,1.0,120,0,0,0,0,1
192,49,1.9,89,0,0,0,0,0
146,59,0.4,73,0,0,0,0,0
218,79,0.3,94,0,0,0,0,1
197,40,1.1,110,0,0,0,0,1
219,32,0.8,122,0,0,0,0,1
187,47,0.6,160,0,0,0,0,1
170,92,0.2,86,0,0,0,0,1
192,40,0.8,68,0,0,0,0,0
208,58,0.4,68,0,0,0,0,1
171,129,0.7,98,0,0,0,0,0
144,39,1.1,90,0,0,0,0,0
199,95,0.3,68,0,0,0,0,1
150,76,1.0,146,0,0,0,0,1
214,120,0.1,157,0,0,0,0,0
177,37,1.6,82,0,0,0,0,0
158,66,1.2,79,0,0,0,0,0
144,41,0.8,155,0,0,0,0,1
168,59,1.5,76,0,0,0,0,0
149,84,0.3,151,0,0,0,0,1
193,106,1.4,131,0,0,0,0,1
144,112,1.0,143,0,0,0,0,1
192,53,0.6,83,0,0,0,0,0
195,38,1.1,174,0,0,0,0,1
198,39,0.4,116,0,0,0,0,1
186,106,1.6,170,0,0,0,0,1
170,37,0.8,99,0,0,0,0,0
207,108,0.6,114,0,0,0,0,1
218,81,1.3,174,0,0,0,0,1
161,118,0.9,73,0,0,0,0,0
198,66,1.2,90,0,0,0,0,0
174,122,2.0,161,0,0,0,0,0
159,83,0.6,94,0,0,0,0,0
151,115,0.1,71,0,0,0,0,0
212,90,0.2,156,0,0,0,0,0
202,110,0.7,101,0,0,0,0,1
217,105,0.1,67,0,0,0,0,1
186,45,0.7,123,0,0,0,0,1
206,33,0.5,132,0,0,0,0,1
152,67,0.8,116,0,0,0,0,1
182,102,1.7,123,0,0,0,0,0
216,68,1.6,100,0,0,0,0,0
165,84,0.5,166,0,0,0,0,1
145,111,1.4,90,0,0,0,0,0
140,85,1.2,139,0,0,0,0,0
147,120,1.5,69,0,0,0,0,0
187,72,1.6,72,0,0,0,0,0
183,54,0.0,113,0,0,0,0,1
156,71,1.8,88,0,0,0,0,0
196,52,0.3,71,0,0,0,0,1
170,34,0.7,124,0,0,0,0,1
151,98,0.5,108,0,0,0,0,1
154,126,1.0,76,0,0,0,0,0
219,89,1.1,82,0,0,0,0,0
141,95,1.4,105,0,0,0,0,0
191,82,2.0,160,0,0,0,0,1
142,82,0.9,141,0,0,0,0,1
191,92,1.8,81,0,0,0,0,0
178,34,0.6,77,0,0,0,0,0
198,43,1.1,104,0,0,0,0,0
195,42,0.8,113,0,0,0,0,1
218,92,1.7,159,0,0,0,0,1
195,106,0.0,85,0,0,0,0,1
212,74,1.4,139,0,0,0,0,1
200,72,0.3,167,0,0,0,0,0
175,83,1.2,65,0,0,0,0,0
214,67,0.8,105,0,0,0,0,1
202,103,1.2,145,0,0,0,0,1
175,60,0.2,72,0,0,0,0,0
180,100,2.0,92,0,0,0,0,0
169,98,0.0,75,0,0,0,0,1
194,95,0.4,130,0,0,0,0,1
182,100,0.7,66,0,0,0,0,0
196,122,1.8,98,0,0,0,0,0
201,98,1.3,109,0,0,0,0,0
163,107,1.7,77,0,0,0,0,0
216,104,1.6,140,0,0,0,0,1
146,103,0.1,115,0,0,0,0,1
156,114,0.7,166,0,0,0,0,1
207,75,1.8,134,0,0,0,0,0
159,37,0.1,75,0,0,0,0,0
144,101,0.8,97,0,0,0,0,0
210,112,1.9,129,0,0,0,0,0
186,105,1.9,116,0,0,0,0,0
215,45,1.5,97,0,0,0,0,0
186,114,1.0,156,0,0,0,0,1
142,94,0.9,100,0,0,0,0,0
191,59,1.0,116,0,0,0,0,1
179,114,1.1,95,0,0,0,0,0
176,98,0.9,130,0,0,0,0,1
161,62,0.8,146,0,0,0,0,1
214,87,0.5,113,0,0,0,0,1
203,123,1.1,118,0,0,0,0,1
174,85,0.9,124,0,0,0,0,1
153,84,0.3,132,0,0,0,0,1
182,77,1.5,96,0,0,0,0,0
141,43,0.8,76,0,0,0,0,0
184,112,0.1,106,0,0,0,0,1
150,33,1.5,143,0,0,0,0,0
140,64,1.8,90,0,0,0,0,0
174,35,1.8,97,0,0,0,0,0
175,91,0.6,137,0,0,0,0,1
171,55,1.4,140,0,0,0,0,1
189,47,1.0,160,0,0,0,0,1
180,104,1.0,81,0,0,0,0,0
160,67,0.4,150,0,0,0,0,1
156,45,0.0,169,0,0,0,0,0
168,114,1.1,98,0,0,0,0,0
195,103,0.5,162,0,0,0,0,0
171,110,1.3,130,0,0,0,0,1
199,74,0.8,158,0,0,0,0,1
190,77,1.1,97,0,0,0,0,0
147,55,0.5,65,0,0,0,0,0
194,45,1.8,123,0,0,0,0,0
210,114,1.9,78,0,0,0,0,0
172,93,1.7,154,0,0,0,0,1
203,123,1.2,73,0,0,0,0,0
188,45,0.6,156,0,0,0,0,1
158,70,0.4,129,0,0,0,0,1
207,89,0.9,149,0,0,0,0,1
149,75,0.7,130,0,0,0,0,1
194,121,0.2,66,0,0,0,0,1
165,105,0.4,154,0,0,0,0,1
145,60,0.2,140,0,0,0,0,1
190,95,0.0,172,0,0,0,0,0
160,120,1.0,151,0,0,0,0,1
163,76,0.8,175,0,0,0,0,1
189,87,0.2,121,0,0,0,0,1
148,113,1.3,130,0,0,0,0,0
185,110,1.6,99,0,0,0,0,0
151,95,0.9,85,0,0,0,0,0
212,125,0.4,82,0,0,0,0,1
207,35,1.2,148,0,0,0,0,1
198,90,0.7,176,0,0,0,0,0
195,62,1.8,70,0,0,0,0,0
183,122,1.1,82,0,0,0,0,0
193,59,0.6,170,0,0,0,0,0
178,42,1.5,163,0,0,0,0,1
164,97,1.5,109,0,0,0,0,0
190,82,1.6,143,0,0,0,0,1
185,54,1.2,86,0,0,0,0,0
155,43,1.2,68,0,0,0,0,0
150,114,0.3,176,0,0,0,0,0
197,80,1.1,159,0,0,0,0,1
167,58,1.3,179,0,0,0,0,1
163,52,1.9,170,0,0,0,0,1
171,36,1.1,138,0,0,0,0,1
206,68,1.9,144,0,0,0,0,1
194,37,1.6,93,0,0,0,0,0
193,105,0.0,83,0,0,0,0,1
179,108,1.7,87,0,0,0,0,0
160,72,1.0,84,0,0,0,0,0
184,92,1.6,141,0,0,0,0,1
152,107,1.9,69,0,0,0,0,0
162,63,0.1,163,0,0,0,0,0
159,48,1.4,112,0,0,0,0,0
152,47,0.2,99,0,0,0,0,1
181,57,1.8,169,0,0,0,0,1
192,124,0.4,81,0,0,0,0,1
160,123,0.2,112,0,0,0,0,1
152,102,1.9,86,0,0,0,0,0
168,62,0.4,128,0,0,0,0,1
217,34,0.8,66,0,0,0,0,0
164,83,0.3,172,0,0,0,0,0
180,82,0.8,116,0,0,0,0,1
218,111,1.7,104,0,0,0,0,0
153,52,2.0,142,0,0,0,0,0
210,39,0.6,136,0,0,0,0,1
218,92,1.5,95,0,0,0,0,0
151,41,0.8,161,0,0,0,0,1
203,34,1.8,178,0,0,0,0,1
189,60,0.6,90,0,0,0,0,1
155,57,1.5,125,0,0,0,0,0
216,88,0.2,105,0,0,0,0,1
167,41,0.2,169,0,0,0,0,0
144,66,0.6,143,0,0,0,0,1
210,74,2.0,74,0,0,0,0,0
171,53,1.1,167,0,0,0,0,1
205,63,0.0,151,0,0,0,0,0
203,51,1.0,69,0,0,0,0,0
173,79,0.4,111,0,0,0,0,1
145,66,1.4,71,0,0,0,0,0
167,125,0.3,74,0,0,0,0,0
209,47,0.8,79,0,0,0,0,0
190,118,1.2,113,0,0,0,0,0
154,104,0.0,143,0,0,0,0,1
166,42,1.1,89,0,0,0,0,0
147,43,1.2,158,0,0,0,0,1
215,96,1.5,110,0,0,0,0,0
155,81,1.0,160,0,0,0,0,1
219,122,1.6,69,0,0,0,0,0
186,46,0.6,169,0,0,0,0,0
165,126,0.7,139,0,0,0,0,1
160,76,0.6,68,0,0,0,0,0
192,54,0.8,64,0,0,0,0,0
200,52,1.4,127,0,0,0,0,1
195,50,1.3,172,0,0,0,0,1
180,58,0.1,156,0,0,0,0,0
149,60,1.4,115,0,0,0,0,0
156,53,0.7,63,0,0,0,0,0
217,76,0.3,160,0,0,0,0,0
177,35,0.9,76,0,0,0,0,0
198,77,1.9,73,0,0,0,0,0
192,56,0.2,98,0,0,0,0,1
202,123,0.4,104,0,0,0,0,1
174,53,1.0,115,0,0,0,0,1
203,58,1.8,92,0,0,0,0,0
161,50,1.0,75,0,0,0,0,0
142,30,0.8,159,0,0,0,0,1
151,45,1.4,62,0,0,0,0,0
145,50,1.9,134,0,0,0,0,0
199,43,1.7,88,0,0,0,0,0
184,42,1.7,60,0,0,0,0,0
149,111,1.2,98,0,0,0,0,0
142,67,0.7,168,0,0,0,0,1
194,127,2.0,62,0,0,0,0,0
149,124,0.1,164,0,0,0,0,0
201,60,2.0,156,0,0,0,0,1
199,122,0.2,95,0,0,0,0,1
210,128,0.8,172,0,0,0,0,0
194,46,0.1,139,0,0,0,0,0
180,105,1.9,137,0,0,0,0,0
183,82,1.8,118,0,0,0,0,0
150,62,0.7,97,0,0,0,0,0
169,70,0.5,174,0,0,0,0,0
213,56,1.3,84,0,0,0,0,0
199,74,1.4,64,0,0,0,0,0
211,100,0.1,145,0,0,0,0,0
177,100,0.1,144,0,0,0,0,0
146,81,0.5,118,0,0,0,0,1
212,110,1.5,109,0,0,0,0,0
208,113,1.7,175,0,0,0,0,1
200,89,1.0,92,0,0,0,0,0
171,114,0.8,143,0,0,0,0,1
198,95,0.6,157,0,0,0,0,0
178,42,0.3,79,0,0,0,0,1
208,101,1.5,97,0,0,0,0,0
165,46,1.4,79,0,0,0,0,0
167,60,0.1,160,0,0,0,0,0
206,88,0.2,166,0,0,0,0,0
141,30,1.4,75,0,0,0,0,0
189,115,1.3,108,0,0,0,0,0
164,80,1.8,76,0,0,0,0,0
202,105,0.6,155,0,0,0,0,0
196,93,0.2,137,0,0,0,0,1
152,50,0.9,147,0,0,0,0,1
193,47,0.4,163,0,0,0,0,0
145,87,1.0,176,0,0,0,0,1
176,87,0.1,146,0,0,0,0,0
156,94,1.2,156,0,0,0,0,1
140,61,1.8,152,0,0,0,0,0
140,43,1.8,80,0,0,0,0,0
159,49,0.1,115,0,0,0,0,1
188,99,0.1,157,0,0,0,0,0
200,45,0.3,83,0,0,0,0,1
164,82,1.0,174,0,0,0,0,1
158,53,1.2,112,0,0,0,0,0
164,109,0.6,69,0,0,0,0,0
202,129,0.9,140,0,0,0,0,1
164,55,1.3,153,0,0,0,0,1
170,77,1.2,122,0,0,0,0,0
188,57,1.9,170,0,0,0,0,1
150,110,1.9,99,0,0,0,0,0
170,113,1.6,98,0,0,0,0,0
155,107,0.0,172,0,0,0,0,0
214,33,1.0,93,0,0,0,0,1
199,84,1.3,107,0,0,0,0,0
202,117,1.3,124,0,0,0,0,1
140,125,1.3,130,0,0,0,0,0
151,117,0.6,103,0,0,0,0,0
150,114,1.5,105,0,0,0,0,0
194,64,1.2,106,0,0,0,0,0
147,96,0.6,175,0,0,0,0,1
162,120,0.9,160,0,0,0,0,1
141,96,1.7,69,0,0,0,0,0
143,94,0.4,149,0,0,0,0,1
155,56,0.8,72,0,0,0,0,0
168,43,0.7,123,0,0,0,0,1
172,83,0.3,87,0,0,0,0,1
208,82,0.5,174,0,0,0,0,0
171,105,1.3,129,0,0,0,0,0
199,40,0.7,68,0,0,0,0,0
194,35,0.9,94,0,0,0,0,0
170,46,0.8,152,0,0,0,0,1
198,47,1.7,106,0,0,0,0,0
157,98,1.9,172,0,0,0,0,1
173,100,1.1,106,0,0,0,0,0
156,81,0.0,101,0,0,0,0,1
161,36,0.0,93,0,0,0,0,1
178,103,1.0,80,0,0,0,0,0
196,121,0.1,155,0,0,0,0,0
213,128,1.3,110,0,0,0,0,1
173,116,1.3,136,0,0,0,0,1
212,41,1.6,173,0,0,0,0,1
172,117,1.0,120,0,0,0,0,1
158,66,1.0,96,0,0,0,0,0
156,45,1.7,146,0,0,0,0,0
181,123,1.5,81,0,0,0,0,0
159,129,1.0,122,0,0,0,0,1
207,81,0.7,100,0,0,0,0,1
162,56,0.1,123,0,0,0,0,1
151,40,0.1,85,0,0,0,0,1
152,129,0.1,89,0,0,0,0,1
216,87,1.1,122,0,0,0,0,1
208,36,1.8,103,0,0,0,0,0
182,69,1.9,160,0,0,0,0,1
204,94,0.4,159,0,0,0,0,0
148,36,0.6,102,0,0,0,0,0
189,36,0.1,176,0,0,0,0,0
207,76,0.8,157,0,0,0,0,1
173,95,0.7,128,0,0,0,0,1
197,112,1.2,68,0,0,0,0,0
141,111,1.6,178,0,0,0,0,1
202,105,1.3,102,0,0,0,0,0
165,123,0.8,83,0,0,0,0,0
191,78,0.4,78,0,0,0,0,1
193,32,0.7,90,0,0,0,0,1
175,36,1.6,137,0,0,0,0,0
199,83,1.4,149,0,0,0,0,1
209,112,0.7,106,0,0,0,0,1
145,103,1.5,116,0,0,0,0,0
175,49,1.6,125,0,0,0,0,0
160,127,1.8,96,0,0,0,0,0
160,78,1.4,176,0,0,0,0,1
145,113,0.5,163,0,0,0,0,1
196,118,1.8,77,0,0,0,0,0
208,119,0.7,72,0,0,0,0,0
148,74,0.4,123,0,0,0,0,1
219,100,0.4,109,0,0,0,0,1
161,121,0.8,87,0,0,0,0,0
180,124,0.9,88,0,0,0,0,0
203,53,1.9,132,0,0,0,0,0
169,123,1.5,72,0,0,0,0,0
212,120,0.6,91,0,0,0,0,1
157,57,0.9,139,0,0,0,0,1
198,63,1.8,135,0,0,0,0,0
199,87,0.7,152,0,0,0,0,1
204,124,0.5,62,0,0,0,0,0
211,61,0.1,93,0,0,0,0,1
192,112,0.1,112,0,0,0,0,1
178,98,1.5,161,0,0,0,0,1
147,52,0.3,70,0,0,0,0,0
198,121,1.1,87,0,0,0,0,0
159,87,0.9,75,0,0,0,0,0
169,50,1.5,60,0,0,0,0,0
164,87,1.9,153,0,0,0,0,0
180,119,1.2,107,0,0,0,0,0
177,58,0.3,151,0,0,0,0,1
146,129,0.4,155,0,0,0,0,1
171,52,0.5,91,0,0,0,0,1
206,41,0.1,176,0,0,0,0,0
186,59,1.5,69,0,0,0,0,0
186,123,1.7,112,0,0,0,0,0
214,86,1.6,165,0,0,0,0,1
219,50,0.2,85,0,0,0,0,1
145,83,0.8,165,0,0,0,0,1
165,83,1.1,102,0,0,0,0,0
153,125,1.9,122,0,0,0,0,0
161,81,0.9,160,0,0,0,0,1
150,50,0.9,76,0,0,0,0,0
155,98,1.6,172,0,0,0,0,1
164,128,1.2,138,0,0,0,0,1
208,106,0.8,100,0,0,0,0,1
174,43,0.8,77,0,0,0,0,0
204,104,0.4,155,0,0,0,0,0
156,110,1.3,126,0,0,0,0,0
164,30,0.5,120,0,0,0,0,1
140,84,1.7,147,0,0,0,0,0
194,110,0.1,159,0,0,0,0,0
158,63,1.3,104,0,0,0,0,0
184,79,1.6,166,0,0,0,0,1
193,69,1.3,145,0,0,0,0,1
145,32,1.4,73,0,0,0,0,0
168,111,1.7,65,0,0,0,0,0
209,82,0.3,133,0,0,0,0,1
153,87,1.0,103,0,0,0,0,0
171,46,0.5,60,0,0,0,0,0
156,93,1.8,129,0,0,0,0,0
168,33,1.5,80,0,0,0,0,0
194,111,0.5,105,0,0,0,0,1
141,129,1.6,60,0,0,0,0,0
201,78,0.3,80,0,0,0,0,1
171,123,0.6,164,0,0,0,0,1
212,31,0.2,178,0,0,0,0,0
161,110,0.6,62,0,0,0,0,0
142,66,0.9,109,0,0,0,0,0
214,80,1.9,134,0,0,0,0,0
207,93,1.0,170,0,0,0,0,1
170,30,0.2,173,0,0,0,0,0
195,33,1.6,62,0,0,0,0,0
164,56,1.2,102,0,0,0,0,0
147,126,0.4,137,0,0,0,0,1
211,70,2.0,121,0,0,0,0,0
168,62,0.8,144,0,0,0,0,1
182,119,1.1,93,0,0,0,0,0
207,35,1.9,175,0,0,0,0,1
198,43,0.2,61,0,0,0,0,1
177,55,0.1,124,0,0,0,0,1
205,114,1.3,85,0,0,0,0,0
197,77,1.8,82,0,0,0,0,0
199,116,0.5,136,0,0,0,0,1
209,124,0.8,152,0,0,0,0,1
141,89,0.5,109,0,0,0,0,1
181,75,0.0,149,0,0,0,0,0
166,110,0.1,170,0,0,0,0,0
195,45,1.1,118,0,0,0,0,1
215,66,0.4,103,0,0,0,0,1
160,35,1.2,110,0,0,0,0,0
184,64,0.0,106,0,0,0,0,1
195,61,0.0,107,0,0,0,0,1
192,78,0.3,102,0,0,0,0,1
140,62,0.4,73,0,0,0,0,0
211,85,0.8,109,0,0,0,0,1
151,98,0.1,149,0,0,0,0,1
158,92,0.6,144,0,0,0,0,1
172,80,1.4,150,0,0,0,0,1
209,126,1.3,67,0,0,0,0,0
210,101,1.8,149,0,0,0,0,1
166,54,0.6,152,0,0,0,0,1
199,97,0.2,143,0,0,0,0,0
149,60,1.9,178,0,0,0,0,1
191,76,0.2,87,0,0,0,0,1
213,104,1.6,121,0,0,0,0,0
142,55,1.8,118,0,0,0,0,0
214,83,0.8,96,0,0,0,0,1
180,61,0.4,80,0,0,0,0,1
185,117,1.3,137,0,0,0,0,1
194,97,0.6,111,0,0,0,0,1
183,126,2.0,61,0,0,0,0,0
169,84,1.6,135,0,0,0,0,0
141,99,1.5,166,0,0,0,0,1
175,80,1.1,140,0,0,0,0,1
191,101,1.0,142,0,0,0,0,1
157,107,0.1,90,0,0,0,0,1
187,88,1.6,91,0,0,0,0,0
185,58,0.2,105,0,0,0,0,1
176,74,1.5,84,0,0,0,0,0
158,36,0.6,156,0,0,0,0,1
173,61,0.9,79,0,0,0,0,0
181,73,0.9,79,0,0,0,0,0
150,81,0.2,127,0,0,0,0,1
207,100,0.5,122,0,0,0,0,1
194,31,0.5,148,0,0,0,0,1
208,46,0.6,113,0,0,0,0,1
168,48,0.8,125,0,0,0,0,1
177,64,0.7,111,0,0,0,0,1
144,56,0.3,77,0,0,0,0,0
153,109,1.3,178,0,0,0,0,1
182,40,1.3,172,0,0,0,0,1
169,107,1.0,136,0,0,0,0,1
192,46,0.7,172,0,0,0,0,0
188,98,0.1,141,0,0,0,0,0
143,120,1.5,87,0,0,0,0,0
194,63,1.3,130,0,0,0,0,1
205,69,0.6,114,0,0,0,0,1
207,76,0.5,162,0,0,0,0,0
180,108,1.8,138,0,0,0,0,0
152,37,0.2,96,0,0,0,0,1
198,49,1.0,161,0,0,0,0,1
152,64,1.0,98,0,0,0,0,0
144,115,1.9,63,0,0,0,0,0
145,42,1.8,157,0,0,0,0,0
198,38,0.8,71,0,0,0,0,0
207,68,1.2,135,0,0,0,0,1
154,127,1.5,65,0,0,0,0,0
154,86,1.7,173,0,0,0,0,1
164,94,1.2,89,0,0,0,0,0
209,111,0.8,149,0,0,0,0,1
169,78,1.3,92,0,0,0,0,0
194,67,1.2,107,0,0,0,0,0
209,52,0.3,87,0,0,0,0,1
181,44,2.0,125,0,0,0,0,0
148,55,0.7,174,0,0,0,0,1
184,57,1.0,119,0,0,0,0,1
166,81,1.7,163,0,0,0,0,1
161,57,1.9,63,0,0,0,0,0
215,44,1.0,130,0,0,0,0,1
151,94,0.2,172,0,0,0,0,0
190,32,0.6,176,0,0,0,0,0
